"Date","Week","Type","Team","Added","Dropped"
"2026-05-27",1,"Add/Drop","Tommy Pack","","Jaylen Wright"
"2026-05-14",1,"Add/Drop","Ethan Thimme","Tre Tucker","DET"
"2026-05-10",1,"Add/Drop","Colin Kelly","Jalen Nailor","Tre Tucker"
"2026-04-30",1,"Add/Drop","Tommy Pack","","Malik Washington"
"2026-04-30",1,"Add/Drop","Ethan Thimme","Caleb Douglas",""
"2026-04-30",1,"Trade","Tommy Pack","Sam LaPorta, Josh Jacobs","Brock Bowers"
"2026-04-30",1,"Trade","Ethan Thimme","Brock Bowers","Sam LaPorta, Josh Jacobs"
"2026-04-28",1,"Add/Drop","Colin Kelly","","Brenton Strange"
"2026-04-28",1,"Add/Drop","Colin Kelly","","NE"
"2026-04-28",1,"Add/Drop","Elijah Sartin","","Christian Kirk"
"2026-04-28",1,"Add/Drop","Elijah Sartin","","Mason Taylor"
"2026-04-28",1,"Add/Drop","Elijah Sartin","","Matt Prater"
"2026-04-28",1,"Add/Drop","Elijah Sartin","","CLE"
"2026-04-28",1,"Add/Drop","Ethan Thimme","","Darren Waller"
"2026-04-28",1,"Add/Drop","KING COMMISH","Kaelon Black",""
"2026-04-28",1,"Add/Drop","Ethan Thimme","","Zach Ertz"
"2026-04-28",1,"Add/Drop","KING COMMISH","","Kaelon Black"
"2026-04-28",1,"Add/Drop","KING COMMISH","Kaelon Black",""
"2026-04-28",1,"Add/Drop","KING COMMISH","","Elijah Arroyo"
"2026-04-28",1,"Add/Drop","Ethan Thimme","","TB"
"2026-04-28",1,"Add/Drop","KING COMMISH","","Shedeur Sanders"
"2026-04-28",1,"Trade","Ethan Purdy","James Conner",""
"2026-04-28",1,"Trade","Tommy Pack","","James Conner"
"2026-04-28",1,"Add/Drop","Tommy Pack","","Kareem Hunt"
"2026-04-28",1,"Add/Drop","Tommy Pack","","Brashard Smith"
"2026-04-28",1,"Add/Drop","KING COMMISH","","Jalen Nailor"
"2026-04-28",1,"Add/Drop","Ethan Thimme","","Taysom Hill"
"2026-04-28",1,"Add/Drop","Tommy Pack","","DJ Giddens"
"2026-04-28",1,"Add/Drop","KING COMMISH","","Kyle Williams"
"2026-04-27",1,"Trade","Kellen McHugh","Jalen Coker",""
"2026-04-27",1,"Trade","KING COMMISH","","Jalen Coker"
"2026-04-25",1,"Trade","Tommy Pack","Bhayshul Tuten",""
"2026-04-25",1,"Trade","KING COMMISH","","Bhayshul Tuten"
"2026-04-25",1,"Add/Drop","Colin Kelly","","Audric Estime"
"2026-04-25",1,"Add/Drop","Kellen McHugh","","Adonai Mitchell"
"2026-04-25",1,"Add/Drop","Kellen McHugh","","Michael Penix"
"2026-04-24",1,"Add/Drop","Elijah Sartin","","DeMario Douglas"
"2026-04-24",1,"Add/Drop","Elijah Sartin","","Nick Chubb"
"2026-04-24",1,"Add/Drop","Elijah Sartin","","Marquise Brown"
"2026-04-23",1,"Add/Drop","Colin Kelly","NE",""
"2026-04-23",1,"Add/Drop","Colin Kelly","","Mack Hollins"
"2026-03-22",1,"Add/Drop","Colin Kelly","","NE"
"2026-03-17",1,"Add/Drop","Tommy Pack","Malik Washington",""
"2026-03-17",1,"Add/Drop","Tommy Pack","","Keenan Allen"
"2026-03-10",1,"Add/Drop","KING COMMISH","Jalen Nailor",""
"2026-03-10",1,"Add/Drop","KING COMMISH","","Isaac Guerendo"
"2026-03-10",1,"Add/Drop","KING COMMISH","Malik Willis","Jalen Milroe"
"2026-03-10",1,"Add/Drop","Colin Kelly","","Jerome Ford"
"2026-03-09",1,"Add/Drop","KING COMMISH","Elijah Arroyo",""
"2026-03-09",1,"Add/Drop","KING COMMISH","","Emanuel Wilson"
"2026-03-09",1,"Add/Drop","KING COMMISH","T.J. Hockenson","MarShawn Lloyd"
"2026-03-09",1,"Add/Drop","KING COMMISH","","Dallas Goedert"
"2026-03-09",1,"Add/Drop","KING COMMISH","","DAL"
"2026-03-04",1,"Add/Drop","Colin Kelly","","Justice Hill"
"2026-02-10",1,"Add/Drop","Tommy Pack","","Roman Wilson"
"2026-02-10",1,"Add/Drop","Tommy Pack","","Daniel Jones"
"2026-02-10",1,"Add/Drop","Tommy Pack","","Jacoby Brissett"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Xavier Legette"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Devaughn Vele"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Isaiah Bond"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Malik Washington"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Andrei Iosivas"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Najee Harris"
"2026-02-10",1,"Add/Drop","Kellen McHugh","","Pat Freiermuth"
